id,Tx sour.shard,Tx dest.shard,Fee,Value,Ratio
0,11,44,889451542980000,249646000000000000,0.0035628511691755526
1,0,11,912350858685000,1767150020000000000,0.0005162837610612142
2,62,15,952031543001000,983016000000000000,0.0009684802109029762
3,23,11,889031542980000,40592728388944632,0.021901251240410004
4,15,48,1890000000000000,21120000000000000,0.08948863636363637
5,62,23,1119518282127000,117841000000000000,0.009500244245440891
6,44,2,1067257851576000,111832742148424000,0.00954333973282654
7,60,18,1050000000000000,575500000000000000,0.0018245004344048653
8,10,49,1022869274427000,78304540000000000,0.013062707148614882
9,62,17,1003622764137000,277657000000000000,0.003614613584879906
10,0,63,978396697278000,199021603302722000,0.004916032636868113
11,48,61,971825282127000,37000000000000000,0.026265548165594593
12,41,4,962018282127000,23000000000000000,0.041826881831608695
13,7,14,955718282127000,289420380000000000,0.0033021803168353245
14,57,40,951539282127000,259086630000000000,0.0036726684125962038
15,32,26,951518282127000,997200000000000000,0.0009541900141666667
16,39,15,951518282127000,267026500000000000,0.0035633852150516896
17,54,28,951518282127000,9000000000000000,0.10572425356966667
18,9,27,951518282127000,217700000000000000,0.004370777593601286
19,18,22,951518282127000,164939155279286489,0.0057689047850149515
20,33,41,951518282127000,2174330101800000,0.43761445483337325
21,15,8,939381992808000,22810000000000000,0.041182901920561156
22,61,43,935768282127000,7157348662946000,0.1307423078285295
23,33,20,930518282127000,104583370000000000,0.008897382845159799
24,15,27,930518282127000,70139430000000000,0.013266692958967588
25,60,15,930518282127000,25485980000000000,0.0365109869083708
26,52,53,930518282127000,183790490000000000,0.005062929437355546
27,11,19,915818282127000,10000000000000000,0.0915818282127
28,13,15,911618282127000,85000000000000000,0.0107249209662
29,61,50,911618282127000,68310000000000000,0.013345312284101888
30,43,51,911618282127000,313207022425817252,0.002910593367499976
31,4,50,911618282127000,140000000000000000,0.00651155915805
32,8,21,911618282127000,39000000000000000,0.023374827746846155
33,29,47,911618282127000,3969148358911000,0.22967604122943824
34,13,50,911618282127000,1280000000000000,0.7122017829117188
35,15,17,911597282127000,61000000000000000,0.014944217739786885
36,8,30,1092000000000000,37793510000000000,0.02889384976415263
37,8,47,1092000000000000,82230000000000000,0.013279824881430135
38,8,14,1092000000000000,18110000000000000,0.060298177802319164
39,8,63,1092000000000000,3401610000000000000,0.0003210244560663921
40,52,39,930518282127000,4235130000000000,0.21971421942821118
41,33,44,941018282127000,30388970000000000,0.030965784037004215
42,11,56,915818282127000,19729260000000000,0.04641929206300693
43,62,35,1144429396677000,23987000000000000,0.04771040132892817
44,38,61,1095901919385000,92996345256796,11.784354711562319
45,13,54,997429396677000,27859251503450983388,3.5802447763302124e-05
46,32,6,976429396677000,978617600000000000,0.0009977639853166343
47,42,25,976429396677000,8611393705943786,0.11338807979514924
48,59,0,945139396677000,46800000000000000,0.02019528625378205
49,2,6,936529396677000,40000000000000000,0.023413234916925
50,35,28,936529396677000,579635303360433116,0.0016157218017044078
51,33,58,936529396677000,20000000000000000,0.04682646983385
52,13,23,936529396677000,1280000000000000,0.7316635911539062
53,20,6,936529396677000,100000000000000000,0.00936529396677
54,37,21,934849396677000,11736307531811870,0.07965447344857335
55,7,5,934500000000000,19620100000000000,0.04762972665786617
56,36,8,976429396677000,19576140000000000,0.049878545856180026
57,44,4,934849396677000,300000000000000000,0.00311616465559
58,8,10,934429396677000,52573828633570970,0.017773660792136433
59,34,27,1155000000000000,3111052000000000,0.3712570538840238
60,61,48,1121735276004000,35878264723996000,0.031265037053304426
61,9,18,959823612951000,497200000000000000,0.0019304577895233306
62,54,49,959823612951000,2520683500000000000,0.0003807791073139488
63,54,49,959823612951000,107200000000000000,0.008953578479020523
64,39,29,959823612951000,7200000000000000,0.13330883513208333
65,40,0,959823612951000,6016149715278116996,0.00015954117805837032
66,62,0,959823612951000,486553130024031072,0.001972700520709
67,35,0,959823612951000,449274720000000000,0.0021363846444576273
68,54,0,959823612951000,96862166632290581,0.009909169351896648
69,39,0,959823612951000,2990817389204703000,0.0003209235095447367
70,53,35,948469141053000,194361940000000000,0.004879911885284743
71,53,24,960924698328000,57541420000000000,0.016699704288284857
72,36,28,945000000000000,99321790000000000,0.009514528483628819
73,15,5,938823612951000,267405930178475000,0.003510855620607965
74,35,5,938823612951000,103198497030253885,0.009097260521883109
75,40,61,938823612951000,174587000000000000,0.0053773970166793635
76,12,43,927118242981000,100000000000000000,0.00927118242981
77,39,3,926223612951000,1000000000000000,0.926223612951
78,22,53,924123612951000,3258000000000000,0.2836475177872928
79,4,36,924000000000000,100926000000000000,0.009155222638368706
80,0,13,920343612951000,997466425509782363,0.0009226812947419592
81,57,22,919923612951000,11190161922497280,0.08220824857784569
82,10,40,919923612951000,1500000000009023,0.6132824086303109
83,40,44,919923612951000,20456100000000000,0.044970625532286215
84,21,12,919923612951000,150000000000000000,0.00613282408634
85,2,47,919923612951000,3940910540344000,0.2334292046301311
86,13,5,919923612951000,1280000000000000,0.7186903226179687
87,2,16,919923612951000,12519499964369125,0.07347926159743842
88,16,25,919923612951000,204555468649302810,0.0044971841575555714
89,27,15,918243612951000,154151000000000000,0.00595678012436507
90,26,40,918243612951000,26097000000000000,0.03518579196654788
91,34,4,1231363455777000,49973296544223000,0.02464042880755978
92,50,44,1225392482517000,137084607517483000,0.008938950219926918
93,17,55,1053123071259000,1000000000000000,1.053123071259
94,61,56,1010067974244000,504510000000000000,0.0020020772120354405
95,62,9,974177904609000,996976000000000000,0.0009771327540572692
96,22,54,974177904588000,117496650519183522907,8.291112131991774e-06
97,23,49,973064904588000,61700000000000000,0.015770906071118314
98,38,9,953177904588000,12568951642332496,0.07583591151529906
99,54,27,953177904588000,58167500000000000,0.016386777918734687
100,9,54,953177904588000,122613210000000000,0.007773859803425748
101,63,60,953177904588000,182000000000000000,0.005237241234
102,14,27,953177904588000,100000000000000000,0.00953177904588
103,20,53,942677904588000,370000000000000000,0.002547778120508108
104,4,1,933227904588000,80300000000000001,0.011621767180423412
105,2,24,918243612951000,39264680000000000,0.023385995071168286
106,11,27,917477904588000,19453820000000000,0.04716183785950523
107,24,5,913277904588000,5000000000000000,0.1826555809176
108,25,46,913277904588000,136187829304380956,0.006706017044642192
109,18,20,913277904588000,39264189096334688,0.02325981831299948
110,28,45,913277904588000,1127650000000000,0.8098948295907418
111,60,27,911597904588000,1419507976275175780,0.0006421928723359875
112,22,39,911597904588000,1320721014443889,0.6902274550176997
113,24,37,911597904588000,434124650000000000,0.002099852898442878
114,37,48,911597904588000,181601716074570031,0.005019764814412194
115,50,59,1686456123471000,98736573876529000,0.017080358951688246
116,9,44,1226143196838000,228773856803162000,0.005359629871926226
117,45,51,1120350000000000,7300000000000,153.47260273972603
118,24,61,1010067974244000,602748030000000000,0.0016757715064518752
119,17,35,987290505684000,120000000000000000,0.0082274208807
120,15,48,965177505684000,82300000000000000,0.011727551709404618
121,4,62,957177799809000,49016118744414000,0.019527817059527636
122,29,36,945290505684000,29046822095412000,0.03254368077096153
123,61,21,945290505684000,9775012400000000000,9.670478839331191e-05
124,32,12,945290505684000,48128730000000000,0.019640877822539676
125,39,11,945290505684000,7200000000000000,0.13129034801166667
126,40,12,924290505684000,30960000000000033,0.029854344498837178
127,25,23,911597904588000,3506666666666764999,0.00025996137963535393
128,12,18,905390505684000,5300000000000000,0.17082839729886792
129,18,54,905390505684000,103932356914477248,0.008711343921787688
130,58,22,905390505684000,5360000000000000,0.16891613912014924
131,11,56,909590505684000,13450990000000000,0.06762256946767486
132,13,44,905390505684000,1280000000000000,0.707336332565625
133,15,0,905390505684000,1146110810000000000,0.0007899676870546225
134,45,41,905390505684000,3021605895586555110,0.00029963884668296405
135,37,55,905390505684000,510000000000000000,0.0017752755013411765
136,7,22,903626505684000,654236190000000000,0.0013811930912657094
137,61,6,1470000000000000,24994530000000000000,5.881286825557432e-05
138,0,45,1093833485493000,39664136514507000,0.02757739312169155
139,40,8,1092000000000000,997103687358591627,0.0010951719603934035
140,20,8,1092000000000000,648908000000000000,0.001682827149611347
141,49,8,1092000000000000,998908000000000000,0.001093193767594213
142,43,8,1092000000000000,1328908000000000000,0.0008217273129516867
143,8,38,1050000000000000,26160000000000000,0.040137614678899085
144,8,0,1050000000000000,2920000000000000,0.3595890410958904
145,8,51,1050000000000000,183010000000000000,0.005737391399377083
146,8,10,1050000000000000,115794940000000000,0.00906775373777127
147,25,41,987000000000000,364648010000000000,0.0027067198309953756
148,38,18,959267223558000,55500000000000000,0.01728409411816216
149,51,44,959267223558000,36404840000000000,0.0263499914725075
150,62,32,959246223558000,34472886013650460788,2.782610725363002e-05
151,56,32,959246223558000,3585571333766762516,0.00026752953274821053
152,15,32,959246223558000,4999414214381813000,0.00019187172385087372
153,4,32,959246223558000,2234440036619247000,0.00042930049938120465
154,38,32,959246223558000,9013168403813496820,0.00010642719414319833
155,57,32,959246223558000,3088305444457766000,0.00031060600734278117
156,45,32,959246223558000,72996866995191682721,1.314092320730951e-05
157,59,32,959246223558000,10159256701814006000,9.442090614628528e-05
158,41,7,959246223558000,15000000000000000,0.0639497482372
159,41,33,959246223558000,15000000000000000,0.0639497482372
160,32,10,959246223558000,4281300000000000000,0.00022405489537243362
161,51,32,959246223558000,2989290607585415000,0.0003208942687351587
162,5,38,938246223558000,4937110000000000,0.19003956232654326
163,0,15,938246223558000,37987815382480580,0.024698609649206237
164,56,6,938246223558000,9980000000000037,0.09401264765110186
165,5,34,938246223558000,21269190000000000,0.04411292689368989
166,10,55,938246223558000,55154200000000000,0.0170113286668649
167,15,52,938246223558000,30566450000000000,0.03069529577553167
168,11,49,923546223558000,212585950000000000,0.004344342716712934
169,48,37,919346223558000,78520000000000000,0.011708433820147733
170,13,39,919346223558000,1280000000000000,0.7182392371546875
171,23,35,919346223558000,4000000000000000,0.2298365558895
172,33,61,919136223558000,38469800000000000000,2.389240972289952e-05
173,5,15,918789723558000,10000000000000000,0.0918789723558
174,53,0,917666223558000,950000000000000000,0.0009659644458505263
175,32,18,1049678804244000,632500000000000000,0.0016595712320063242
176,38,23,1049678804244000,17900000000000000,0.05864127398011173
177,52,24,1045094014944000,36329750000000000,0.028766892558963385
178,11,0,1037519804244000,183034085675637766,0.0056684513183114515
179,9,42,1031219804244000,2469672250120000,0.41755330254607415
180,20,32,1027019804244000,832638457841069000,0.0012334522800051036
181,8,32,1027019804244000,922304128051658391,0.0011135370351356341
182,61,32,1027019804244000,953090686207695000,0.001077567768845235
183,36,30,1027019804244000,2689813773020000,0.38181818181818183
184,4,32,1027019804244000,960000000000000000,0.0010698122960875
185,13,32,1027019804244000,997063674742454363,0.0010300443494837815
186,48,32,1027019804244000,999470888887372000,0.001027563499510522
187,24,32,1027019804244000,999525684525346000,0.001027507166793528
188,14,32,1027019804244000,1013489498772961900,0.0010133502177254125
189,28,32,1027019804244000,1053172266644017990,0.0009751679158022704
190,4,32,1027019804244000,1426297969681518344,0.0007200597813886854
191,42,32,1027019804244000,1099624917915749000,0.0009339728370203121
192,0,31,1027019804244000,314970480000000000,0.003260685903783745
193,44,32,1027019804244000,1992229662290357000,0.0005155127562267553
194,39,24,1027019804244000,990600360000000000,0.0010367650222174358
195,9,0,1027019804244000,95224880000000000,0.010785204499538356
196,54,3,1027019804244000,7200000000000000,0.14264163947833333
197,37,32,1027019804244000,1844273259741085000,0.0005568696497764013
198,18,32,1027019804244000,1358426054699694000,0.0007560365915324278
199,38,53,1016519804244000,180000000000000000,0.0056473322458
200,58,39,1006019804244000,391253179967117000,0.002571275725678578
201,17,3,996569804244000,1000000000000000,0.996569804244
202,29,16,996149804244000,33734046643983000,0.02952950811851916
203,17,33,996149804244000,200000000000000000,0.00498074902122
204,11,15,991319804244000,10000000000000000,0.0991319804244
205,58,29,987119804244000,50000000000000000,0.01974239608488
206,63,57,987119804244000,8800000000000000,0.11217270502772728
207,48,40,987119804244000,151000000000009031,0.006537217246648615
208,14,21,987119804244000,170400000000000000,0.005792956597676056
209,18,35,987119804244000,3929000000000000,0.2512394513219649
210,50,29,987119804244000,19627320413355530,0.0502931517626985
211,55,23,987119804244000,58894433690757108,0.016760833620154472
212,23,20,985439804244000,10830040000000000,0.09099133560393129
213,11,43,991319804244000,389699150000000000,0.0025438079714672204
214,11,27,991319804244000,44740390000000000,0.02215715607852323
215,11,61,991319804244000,11669960000000000,0.08494628981110475
216,36,16,1027019804244000,2689813773020000,0.38181818181818183
217,23,20,985019804244000,50133752034943359,0.0196478373204032
218,28,56,1178919509502000,10662000000000000,0.11057207930050647
219,62,9,1115919509523000,996978000000000000,0.0011193020402887526
220,58,0,1115919509502000,474135530000000000,0.0023535876113355185
221,56,2,1094919509502000,40000000000000000,0.02737298773755
222,62,32,1094919509502000,408894582128702219,0.002677754994458124
223,44,32,1094919509502000,476312187669228075,0.002298743424685072
224,50,32,1094919509502000,491777222584980427,0.002226454295192159
225,12,32,1094919509502000,499629189814163000,0.0021914642535382192
226,54,32,1094919509502000,511390373476535195,0.0021410639822148306
227,17,32,1094919509502000,512755217861583000,0.002135364929231341
228,37,32,1094919509502000,513229657310335240,0.002133390956477664
229,28,32,1094919509502000,579184380923139116,0.0018904506847316066
230,55,32,1094919509502000,599343685224744000,0.0018268641790918732
231,39,32,1094919509502000,594735808720623000,0.0018410183033326284
232,15,32,1094919509502000,590488266030057000,0.001854261248683757
233,20,32,1094919509502000,688545556469652035,0.0015901918169596947
234,18,10,1073919509502000,100000000000000000,0.01073919509502
235,42,3,1061857139532000,995000000000000000,0.0010671931050572864
236,11,14,1059219509502000,32405100000000000,0.03268681502300564
237,16,27,1055229509502000,85907000000000000,0.012283393780506828
238,56,4,1055019509502000,616706069433949704,0.0017107331381874692
239,13,1,1055019509502000,1280000000000000,0.8242339917984375
240,25,54,1055019509502000,120361729845531691,0.00876540666917946
241,36,28,1055019509502000,63787350733816000,0.01653963516849267
242,55,49,1055019509502000,1000000000000000,1.055019509502
243,0,51,1055019509502000,40000000000000000,0.02637548773755
244,55,53,1055019509502000,219000000000000000,0.004817440682657534
245,13,58,1055019509502000,122000000000000000,0.008647700897557377
246,63,55,1055019509502000,115800000000000000,0.009110703881709845
247,37,23,1053339509502000,199820268255351913,0.005271434768348569
248,44,14,1053339509502000,76760500000000000,0.013722415949635554
249,11,62,1059219509502000,15503490000000000,0.06832135922311686
250,11,61,1059219509502000,36858990000000000,0.02873707362849606
251,10,47,1182443765076000,4990363382236414,0.2369454235106406
252,48,13,1171437762852000,71300000000000000,0.016429702143786817
253,32,47,1171437762852000,175000000000000000,0.00669393007344
254,38,52,1107030762852000,4745864601185152,0.2332621884272781
255,26,56,1149224258427000,20802390296407648,0.05524481764124284
256,42,32,1149030762852000,394203776618209457,0.0029148141925713932
257,4,32,1149030762852000,389505880466232000,0.0029499702584120926
258,56,19,1149030762852000,40000000000000000,0.0287257690713
259,44,32,1149030762852000,388050053105309060,0.002961037509612648
260,54,56,1149030762852000,23273530000000000,0.04937071268741785
261,63,40,1149030762852000,197668010000000000,0.00581293231439928
262,44,32,1149030762852000,354649761552617160,0.003239902820804591
263,56,58,1149030762852000,40000000000000000,0.0287257690713
264,14,32,1149030762852000,354096475405410000,0.0032449652641598835
265,56,25,1149030762852000,40000000000000000,0.0287257690713
266,44,32,1149030762852000,325000000000000000,0.003535479270313846
267,40,25,1149030762852000,31422379105831240,0.03656727452055874
268,40,32,1149030762852000,273901486298058000,0.004195051214879613
269,56,52,1149030762852000,40000000000000000,0.0287257690713
270,2,32,1149030762852000,272988525000000000,0.0042090808133858374
271,61,45,1149030762852000,32464700000000000,0.0353932352016806
272,39,42,1149030762852000,82233900000000000,0.0139727139640951
273,35,46,1138530762852000,10000000000000000,0.1138530762852
274,38,46,1138530762852000,10000000000000000,0.1138530762852
275,57,35,1129721785500000,5275854234000000,0.2141305910651511
276,35,31,1128030762852000,44098330000000000,0.0255798975347139
277,2,49,1128030762852000,298587695312500041,0.0037778876375713
278,5,3,1116785483268000,78323107098589680,0.014258697396443167
279,63,18,1116428292882000,1508360682985166600,0.0007401600329919095
280,5,47,1116428292882000,1000000000000000000,0.001116428292882
281,29,43,1116388550718000,3486037900113110,0.32024567222340783
282,11,18,1113330762852000,393417410000000000,0.0028298970369714954
283,0,15,1113330762852000,968243290000000000,0.0011498460917317588
284,51,47,1109130762852000,96771181722308000,0.011461374586028432
285,48,16,1109130762852000,100000000000000000,0.01109130762852
286,36,56,1109130762852000,31500000000009019,0.03521050040798992
287,5,62,1109130762852000,100000000000000000,0.01109130762852
288,10,6,1109130762852000,1307229453000000,0.848459128813708
289,38,47,1109130762852000,3967809828802000,0.27953223836508306
290,13,20,1109130762852000,1280000000000000,0.866508408478125
291,11,35,1109109762852000,9555758236349351,0.11606716446979937
292,44,14,1107450762852000,76760500000000000,0.014427352125793866
293,28,26,1107450762852000,147488639009542000,0.00750871911415734
294,38,39,1107030762852000,191149929963659808,0.005791426463313178
295,6,61,1304730000000000,2499453000000,522.0062149598332
296,28,45,1257419656101000,70550000000000000000,1.782309930688873e-05
297,23,58,1173440656101000,124300000000000000,0.00944039144087691
